Transcript,valence,arousal,dominance,emotion,original_emotion,Audio_Uttrance_Path
"But, obviously I don't have time for you to stand here and waste my time in this line.  There are other people who need service behind you who are waiting for the right things.",1.5,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M011.wav
"Is there anything you can do?  Please, have some compassion.  Is there something you can do?",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F012.wav
"I am a very compassionate person, and I'm offended that you imply that I'm not.  Of course, I'm compassionate.  Look, I work in the D.M.V..  What do you think I am?  Go wait in line two A.",1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M012.wav
Don't ask me to have somebody else come over here and move you myself.  I can't come back over there.  I'll get security if you need me to.,1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M013.wav
"Please, I don't think that's necessary.  I'm just asking, maybe you could call over and say that somebody miss informed her because I didn't pick to stand in this line.  I asked them where to stand, and they told me here.",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F013.wav
"what, no, I'm sure they did not tell you here.",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M014.wav
"No, they did.  The lady over there told me to stand in this line and I've been here for an hour.",2.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F014.wav
"what The lady, what? the janitor?",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M015.wav
No.,2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F015.wav
"You asked the janitor what line to stand in?  Obviously, that's not going to be the right thing.",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M016.wav
"No, I'm not, I'm sorry.I'm not stupid.",1.5,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F016.wav
"I'm not saying that you're stupid, ma'am.  I think you just said that you were stupid.",2.0,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M017.wav
Isn't there anything you can do?  Just call over and ask them if I can go to the front of the line in the other line.,1.5,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F017.wav
"It doesn't work that way here, ma'am.",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M018.wav
Why not?,1.5,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F018.wav
There is a strict system here.  You need to wait in the right line for the right thing.  This is the line for registration.,2.5,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M019.wav
"Except they're going tell, are you going to tell me the right line to stand in this time at least?",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F019.wav
I told you it was line two A.,2.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M020.wav
"Right, well, last time they told me, it was this line, and obviously, it's not true.",2.0,3.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F020.wav
I don't know who told you that but they were wrong.  I'm sorry.,2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M021.wav
Do you have a manager I could speak with?,2.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F021.wav
I am the manager.,3.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M022.wav
Are you being straight with me?,2.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F022.wav
"I'm being very straight with you, ma'am.  There is nothing I can do for you.  You need to stand in line two A.",2.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M023.wav
Fine.,2.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F023.wav
Thank you very much.  You have a wonderful day.,4.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M024.wav
"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",4.0,4.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M000.wav
actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,4.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M001.wav
Fine.,2.0,1.5,2.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F000.wav
"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?",4.0,3.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M002.wav
"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",3.0,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M003.wav
What flashlight?,2.0,2.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F001.wav
"The flashlight, the silver one, there's only one, isn't there?",3.0,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M004.wav
It's not your flashlight.,2.0,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F002.wav
Whose is it?,4.0,3.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M005.wav
It's ours- our flashlight.  It's yours and mine.,2.0,2.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F003.wav
"Well, Sure.",3.0,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M006.wav
"I mean you keep saying ,my flashlight, as if it's somehow just yours.  How's that suppose to make me feel?",2.0,2.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F004.wav
"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",4.0,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M007.wav
"Well, I hope the moon stays out.  Well, I wonder do they always wander during a full moon?  I can't remember, wasn't it full last year?  Do you remember?",4.0,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M008.wav
yes.,2.0,1.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F005.wav
"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",4.0,3.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M009.wav
"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.",3.5,3.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M010.wav
[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,4.0,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M011.wav
I am cold.,2.0,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F006.wav
you want my jacket?,4.0,3.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M012.wav
"It's after eleven, let's go home.",2.0,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F007.wav
"Are you kidding?  We'd miss it. We just got here, what's the point of coming out here if we are just going to leave.",4.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M013.wav
There is no point in coming out here.,2.0,2.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F008.wav
Right.,4.0,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M014.wav
That's my point.,2.5,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F009.wav
That's my point too.,4.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M015.wav
So let's go.,2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F010.wav
"No, no, no.  That's not my point.  My point is what's the point in coming down here if we are just going to turn around and go home.  Don't you want to see it?",3.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M016.wav
Not particularly.,2.0,1.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F011.wav
Why not?,3.5,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M017.wav
I just don't.,2.0,1.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F012.wav
"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.",3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M018.wav
"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M019.wav
"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die.",2.0,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F013.wav
"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",4.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M020.wav
This is a big night for these guys.  Life's last orgy. Yeah,4.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M021.wav
"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",2.0,4.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F014.wav
Yeah they do.,3.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M022.wav
"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",3.5,4.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M023.wav
There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,3.5,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M024.wav
For real?,3.0,3.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M025.wav
Yes.,2.5,2.0,2.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F016.wav
"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",3.5,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M026.wav
"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F017.wav
We weren't in a good spot.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M027.wav
We didn't see them the first time either.,2.0,2.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F018.wav
We just weren't in a good spot.  This is a much better spot.  I got a great instinct for these things.,3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M028.wav
"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M029.wav
"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",4.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M030.wav
"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M031.wav
It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,4.0,4.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M032.wav
"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",4.5,4.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M033.wav
That's the wind.,2.5,1.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_F019.wav
"Well, So what do you think?",4.0,3.5,1.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script02_1/Ses05F_script02_1_M034.wav
What is it?,2.3333,1.6667,1.6667,Sad,Fear,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_impro02/Ses05M_impro02_F000.wav
"Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq.",2.0,2.0,2.6667,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_impro02/Ses05M_impro02_M000.wav
What?,2.0,2.6667,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_impro02/Ses05M_impro02_F001.wav
"I know it's really crappy timing, but I don't have a choice.",2.3333,3.0,2.3333,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_impro02/Ses05M_impro02_M001.wav
"What?  No, you can't!",2.0,3.3333,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_impro02/Ses05M_impro02_F002.wav
